x,y,z
1.623687223,-0.56483978,0.23487
-0.134322777,-0.35252978,1.41254
-0.363842777,-0.39989978,1.24067
1.232467223,-0.45241978,1.24177
0.437167223,-0.47578978,1.10703
0.865277223,-0.50967978,1.04429
1.933947223,-0.50518978,1.14581
2.763857223,-0.51847978,1.03235
1.509197223,-0.57243978,0.93482
2.308747223,-0.55929978,0.7803
0.869407223,0.08204022,1.743305
1.100307223,-0.17619978,1.774473
1.612347223,-0.21548978,1.760473
-0.033002777,-0.52140978,0.95045
2.663477223,-0.39298978,1.39864
0.972547223,-0.57796978,0.72539
2.048977223,0.47177022,1.800229
0.274927223,-0.56164978,0.62661
2.427877223,0.42886022,1.791429
1.598517223,-0.54646978,0.24104
0.341867223,-0.51040978,1.13908
0.783497223,-0.52808978,1.06947
1.848007223,-0.51358978,1.16609
2.637957223,-0.53388978,1.06152
1.488767223,-0.55239978,0.93773
2.314487223,-0.52373978,0.77468
0.464337223,0.13617022,1.765645
0.862547223,0.10897022,1.741638
1.044677223,-0.17991978,1.782461
1.527637223,-0.22953978,1.772852
-0.079532777,-0.52027978,0.96497
2.543487223,-0.39754978,1.4195
0.918867223,-0.56955978,0.7414
2.033247223,0.51177022,1.799073
2.352647223,0.43614022,1.800083
1.715837223,-0.57372978,0.54391
1.599047223,-0.50535978,0.23333
-0.419572777,-0.38585978,1.25222
0.716177223,-0.52986978,1.08805
1.781007223,-0.50335978,1.1801
2.556997223,-0.52089978,1.07819
1.414677223,-0.54941978,0.95749
2.328277223,-0.47336978,0.76511
0.447137223,0.16442022,1.764959
0.845657223,0.13955022,1.740972
1.521747223,-0.19034978,1.770738
-0.121402777,-0.51636978,0.97732
1.707427223,-0.38353978,1.50429
0.855407223,-0.56716978,0.76159
2.052167223,0.57421022,1.791848
2.374807223,0.49995022,1.792824
1.660957223,-0.55872978,0.5595
1.561347223,-0.48318978,0.24336
-0.190452777,-0.43790978,1.23264
0.739587223,-0.47931978,1.07366
1.728067223,-0.48708978,1.19024
2.467147223,-0.51255978,1.09718
1.340767223,-0.54725978,0.97724
1.863707223,-0.63268978,0.90854
0.419027223,0.18392022,1.766675
0.850967223,0.18616022,1.735638
0.749517223,0.62757022,1.36957
1.436287223,-0.19566978,1.782514
-0.158652777,-0.50959978,0.98749
0.811737223,-0.55446978,0.77343
2.077157223,0.64137022,1.783467
2.401497223,0.56722022,1.784728
1.523187223,-0.58463978,0.6083
1.277007223,-0.58711978,0.36911
0.750737223,0.50955022,1.06331
0.021957223,-0.37407978,1.41707
-0.453652777,-0.34545978,1.25222
-0.314132777,-0.49811978,1.27736
1.693897223,-0.04249978,1.08598
0.642827223,-0.49956978,1.10304
1.638587223,-0.48941978,1.21053
2.364897223,-0.51054978,1.1194
1.263627223,-0.54769978,0.99816
1.871017223,-0.58790978,0.90123
0.424377223,0.23064022,1.760838
0.854277223,0.23181022,1.730639
0.711357223,0.64244022,1.374
1.692237223,1.02360022,1.18526
0.835177223,-0.19182978,1.812177
1.414647223,-0.16571978,1.783117
-0.490582777,-0.47009978,1.0504
-0.209342777,-0.51314978,1.0042
1.594877223,-0.35733978,1.52154
2.445277223,-0.30229978,1.42901
0.771347223,-0.54037978,0.78387
2.070177223,0.68822022,1.780577
2.403877223,0.62059022,1.78054
1.473677223,-0.56883978,0.62186
1.233407223,-0.57062978,0.38223
0.704447223,0.51746022,1.07205
0.011107223,-0.34647978,1.41494
-0.256892777,-0.42021978,1.24649
0.579167223,-0.50122978,1.12043
1.582317223,-0.47623978,1.22164
2.278957223,-0.50279978,1.13746
1.200237223,-0.54186978,1.01443
1.815077223,-0.57151978,0.91417
0.401997223,0.25493022,1.761182
0.865117223,0.28349022,1.723972
0.704087223,0.68386022,1.36913
1.671007223,1.06067022,1.18397
0.783967223,-0.18539978,1.818568
1.382557223,-0.14186978,1.785533
-0.525492777,-0.46587978,1.06
-0.244922777,-0.50606978,1.01365
0.726087223,-0.52949978,0.79641
2.005327223,0.69651022,1.787802
2.400757223,0.67102022,1.77719
1.392227223,-0.56959978,0.64829
1.224087223,-0.53654978,0.37914
0.683237223,0.54600022,1.07151
-0.036992777,-0.34661978,1.42558
-0.520862777,-0.33436978,1.26698
-0.287092777,-0.40949978,1.25216
0.881557223,-0.42443978,1.31741
0.584047223,-0.46174978,1.11263
1.546847223,-0.45308978,1.22695
2.203847223,-0.49133978,1.15274
1.133597223,-0.53852978,1.03186
1.748697223,-0.56055978,0.93048
0.396067223,0.29299022,1.757748
0.884967223,0.34252022,1.715306
0.982557223,-0.01303978,1.77639
1.186687223,-0.21436978,1.816934
-0.567392777,-0.46802978,1.07329
-0.298292777,-0.51283978,1.03181
0.630697223,-0.54843978,0.83052
1.960237223,0.71750022,1.791559
2.338447223,0.68486022,1.783611
1.331107223,-0.56102978,0.66659
2.112697223,-0.53306978,0.47528
1.914437223,0.11300022,1.912531
1.204777223,-0.50770978,0.38069
-0.305412777,-0.38958978,1.25279
0.481607223,-0.48851978,1.14441
2.111057223,-0.48864978,1.17265
1.073837223,-0.53227978,1.04697
1.725827223,-0.52994978,0.93273
0.404837223,0.34388022,1.750881
1.433817223,0.80344022,1.59431
0.976297223,0.02486022,1.773834
-0.313372777,-0.49933978,1.03326
0.613887223,-0.53115978,0.83261
2.123307223,0.86836022,1.75948
2.292177223,0.69508022,1.788358
0.304207223,-0.59370978,0.66547
1.272357223,-0.56171978,0.68557
1.964287223,-0.56637978,0.5274
1.913037223,0.14719022,1.910386
1.194237223,-0.48397978,0.37991
0.683957223,0.62859022,1.0562
0.434797223,0.07742022,1.25099
-0.506262777,-0.25944978,1.24644
-0.318112777,-0.37384978,1.25279
0.454817223,-0.47819978,1.1498
2.045587223,-0.48551978,1.18654
1.021537223,-0.53216978,1.06092
1.660027223,-0.53017978,0.95017
0.427547223,0.39632022,1.741954
1.570487223,0.94604022,1.56131
0.984457223,0.06222022,1.76936
0.278837223,-0.30091978,1.646653
-0.590672777,-0.42937978,1.07033
-0.356152777,-0.49894978,1.04634
0.547967223,-0.53430978,0.85419
2.113007223,0.91475022,1.756878
2.403497223,0.81877022,1.765744
0.255897223,-0.58947978,0.68209
1.221447223,-0.54915978,0.6998
1.944957223,-0.53268978,0.52872
1.935297223,0.20733022,1.903681
1.182697223,-0.45091978,0.3776
0.663487223,0.65828022,1.05511
-0.526822777,-0.24229978,1.24773
0.383667223,-0.48725978,1.17018
1.977897223,-0.47329978,1.19997
0.955317223,-0.53082978,1.07835
1.560967223,-0.53692978,0.97717
0.371437223,0.39215022,1.749851
0.995487223,0.11262022,1.763289
0.243877223,-0.28887978,1.651254
-0.619892777,-0.42128978,1.07698
-0.391472777,-0.49325978,1.05578
0.499877223,-0.52746978,0.86812
2.373907223,0.85351022,1.766581
0.203057223,-0.58871978,0.70109
-0.558582777,-0.23560978,1.25414
1.912047223,-0.46099978,1.21293
0.889267223,-0.53021978,1.09578
1.438077223,-0.55665978,1.01204
0.349557223,0.41736022,1.749851
1.525717223,1.01621022,1.55998
0.964037223,0.13382022,1.765526
1.169997223,-0.06892978,1.807574
0.218387223,-0.27023978,1.653345
-0.679552777,-0.44075978,1.09986
-0.431112777,-0.49137978,1.0674
0.427927223,-0.53589978,0.89249
0.170387223,-0.57554978,0.70979
1.907117223,0.28553022,1.901535
0.922747223,-0.51829978,0.48638
-0.569602777,-0.20974978,1.25093
0.001047223,-0.66540978,1.30147
0.831687223,-0.52556978,1.11031
1.363737223,-0.55385978,1.03116
0.362817223,0.47389022,1.741611
0.486187223,0.24179022,1.778971
0.959867223,0.17419022,1.762331
1.177797223,-0.02187978,1.802743
-0.712692777,-0.43712978,1.10872
-0.466292777,-0.48638978,1.07685
0.408697223,-0.51230978,0.89388
0.136177223,-0.56368978,0.71929
1.529137223,-0.60141978,0.67058
1.912857223,0.33705022,1.897244
0.836137223,-0.52996978,0.52033
-0.571212777,-0.17476978,1.24323
-0.329122777,-0.24191978,1.2276
0.167007223,-0.49465978,2.45413
-0.247972777,-0.79745978,1.3896
0.761007223,-0.52925978,1.12948
1.320387223,-0.53626978,1.04016
0.325797223,0.48584022,1.745044
0.945747223,0.20772022,1.761053
1.160167223,0.00947022,1.802441
-0.734762777,-0.43210978,1.11389
-0.492992777,-0.48316978,1.08411
0.336357223,-0.53128978,0.92034
1.257397223,0.49281022,1.894446
2.249237223,0.91942022,1.776074
0.096747223,-0.56415978,0.73354
1.461227223,-0.60396978,0.69235
1.883257223,0.35484022,1.89939
0.731467223,-0.56248978,0.56508
0.575697223,0.76020022,1.05456
-0.557602777,-0.13404978,1.2304
-0.342522777,-0.22629978,1.2276
-0.130332777,-0.69545978,1.34104
0.719267223,-0.52597978,1.13994
1.299817223,-0.51724978,1.04297
0.330807223,0.52445022,1.739894
1.153877223,0.03746022,1.800932
0.423287223,-0.30958978,1.666653
-0.788222777,-0.44797978,1.13382
-0.522302777,-0.47403978,1.09065
1.605657223,-0.33414978,1.57209
0.285557223,-0.52854978,0.93566
0.056497223,-0.55706978,0.7462
1.403147223,-0.59255978,0.70884
1.885027223,0.40439022,1.895635
0.682177223,-0.55462978,0.58128
0.585377223,0.81805022,1.04145
-0.577512777,-0.11598978,1.23104
0.738527223,-0.22224978,1.32142
-0.028542777,-0.59409978,1.29668
0.675227223,-0.51525978,1.14982
1.195107223,-0.53226978,1.07222
0.322577223,0.56276022,1.736461
0.848957223,0.21356022,1.773195
1.150777223,0.07838022,1.797912
0.311957223,-0.34809978,1.689933
-0.796672777,-0.42239978,1.12939
-0.564482777,-0.47590978,1.10373
0.238027223,-0.52430978,0.94958
0.016317223,-0.55037978,0.75886
1.351897223,-0.57843978,0.7227
1.859707223,0.43697022,1.896171
0.663267223,0.94067022,1.00155
0.717267223,-0.19684978,1.32242
-0.201002777,-0.42294978,1.26666
0.618127223,-0.51292978,1.16435
1.155257223,-0.51441978,1.0801
0.322657223,0.60919022,1.730967
0.462847223,0.38512022,1.766638
0.853497223,0.26067022,1.768082
1.124257223,0.10413022,1.79912
1.683617223,1.05173022,1.23296
0.372067223,-0.26974978,1.670667
-0.814762777,-0.40579978,1.13013
-0.583732777,-0.45897978,1.10518
0.196867223,-0.51642978,0.96072
-0.020782777,-0.54201978,0.76994
1.275377223,-0.57758978,0.74645
0.653277223,0.98227022,0.99554
0.722317223,0.64990022,1.08971
-0.651182777,-0.11370978,1.24837
-0.421002777,-0.18584978,1.23831
0.002937223,-0.35869978,1.45573
0.668417223,-0.18977978,1.33193
-0.252142777,-0.42838978,1.28084
0.566067223,-0.50820978,1.17713
1.105237223,-0.50241978,1.09135
0.318017223,0.65169022,1.726504
0.431967223,0.40326022,1.768638
0.838737223,0.29367022,1.766804
1.091027223,0.12527022,1.801535
0.327077223,-0.26364978,1.67749
-0.858372777,-0.41382978,1.14489
-0.611572777,-0.44944978,1.11099
0.152637223,-0.51104978,0.97325
-0.059352777,-0.53506978,0.78181
1.241077223,-0.55612978,0.75371
-0.595232777,-0.01953978,1.21243
-0.405332777,-0.13516978,1.22319
-0.032662777,-0.34982978,1.46194
0.708047223,-0.12381978,1.3139
-0.252492777,-0.39403978,1.27406
0.857237223,-0.41693978,1.3733
0.525477223,-0.49694978,1.18585
1.038397223,-0.50011978,1.10822
0.311577223,0.69292022,1.722384
0.429487223,0.44553022,1.764304
0.844107223,0.34223022,1.761372
1.092077223,0.16945022,1.79761
-0.884472777,-0.40541978,1.15006
-0.592942777,-0.39988978,1.09283
-0.275202777,-0.50888978,1.06316
0.092967223,-0.51663978,0.99275
1.242607223,0.72325022,1.875949
-0.112832777,-0.53913978,0.8016
1.164797223,-0.55672978,0.77746
-0.671442777,-0.05863978,1.24003
-0.444952777,-0.13398978,1.23264
-0.060582777,-0.33540978,1.46556
0.694197223,-0.09321978,1.3124
-0.300502777,-0.39783978,1.287
0.489777223,-0.48302978,1.19282
0.978437223,-0.49484978,1.12285
0.297707223,0.72735022,1.71998
0.414717223,0.47756022,1.762638
0.877107223,0.41279022,1.750189
1.073207223,0.20031022,1.797308
0.332747223,-0.18410978,1.667054
-0.899992777,-0.38677978,1.14932
-0.609822777,-0.38071978,1.09283
-0.300252777,-0.49461978,1.06743
0.053617223,-0.50908978,1.00319
1.252767223,0.78095022,1.869591
-0.152702777,-0.53412978,0.81426
1.100417223,-0.55202978,0.79659
-0.456522777,-0.10746978,1.22949
0.694487223,-0.05276978,1.30639
-0.310042777,-0.37080978,1.28392
0.450837223,-0.47151978,1.20096
0.942037223,-0.47707978,1.1296
0.301817223,0.77971022,1.713113
0.417487223,0.52517022,1.756971
0.914057223,0.48755022,1.738047
1.047657223,0.22653022,1.798214
0.309737223,-0.16259978,1.668258
-0.923232777,-0.38434978,1.15523
-0.678352777,-0.41584978,1.12189
-0.331572777,-0.49386978,1.07668
0.013747223,-0.51088978,1.01573
1.249987223,0.81638022,1.866701
-0.198892777,-0.54250978,0.83247
1.041807223,-0.55451978,0.81507
-0.686492777,-0.00688978,1.23104
-0.513652777,-0.13251978,1.24901
0.657947223,-0.04782978,1.3134
0.876307223,-0.48576978,1.14759
0.310177223,0.82467022,1.70659
0.393087223,0.53776022,1.758638
0.914217223,0.52253022,1.734532
1.036887223,0.25206022,1.797308
0.302267223,-0.13931978,1.666653
-0.955892777,-0.38310978,1.16408
-0.717322777,-0.41713978,1.13351
-0.365412777,-0.48703978,1.08521
-0.028532777,-0.50623978,1.02756
1.250027223,0.86703022,1.862077
-0.237072777,-0.53720978,0.84434
0.979367223,-0.55022978,0.83354
-0.656412777,0.06401022,1.20666
-0.503192777,-0.08553978,1.23579
0.660967223,-0.00516978,1.30639
-0.115642777,-0.42679978,1.28828
0.063627223,-0.66189978,1.33112
0.825007223,-0.47746978,1.15941
0.303647223,0.86763022,1.702126
0.389367223,0.58023022,1.754305
0.889967223,0.54991022,1.734851
1.006217223,0.27455022,1.79912
0.266457223,-0.12742978,1.671068
-0.972882777,-0.36622978,1.16408
-0.763052777,-0.42507978,1.14877
-0.390482777,-0.47348978,1.08948
-0.092092777,-0.51724978,1.04915
1.249617223,0.91784022,1.857453
-0.276652777,-0.53337978,0.857
0.905467223,-0.55297978,0.85663
1.942377223,0.83399022,1.857015
-0.721432777,0.03428022,1.22912
-0.544042777,-0.08676978,1.24586
-0.150672777,-0.41840978,1.29548
0.742287223,-0.48811978,1.1819
0.307787223,0.92192022,1.694916
0.396937223,0.63342022,1.747305
0.874737223,0.58461022,1.733254
0.977057223,0.29795022,1.80063
0.785247223,0.66396022,1.43458
0.257227223,-0.09577978,1.66866
-0.987382777,-0.34677978,1.16261
-0.800342777,-0.42590978,1.15967
0.562037223,-0.27988978,1.687927
-0.435862777,-0.47669978,1.10371
-0.105212777,-0.49273978,1.04775
1.278197223,0.72513022,1.903102
-0.314682777,-0.52884978,0.86887
0.853227223,-0.54461978,0.87115
1.872517223,0.83684022,1.864525
-0.685862777,0.11254022,1.20152
-0.553332777,-0.05807978,1.24145
0.125247223,-0.31172978,1.46518
-0.173512777,-0.40108978,1.29788
0.699507223,-0.47620978,1.1909
0.289437223,0.95378022,1.693199
0.374987223,0.66012022,1.746971
0.848597223,0.61046022,1.733893
0.979667223,0.34451022,1.796101
0.718657223,0.65478022,1.44671
0.258627223,-0.05578978,1.663441
-1.018702777,-0.34489978,1.17073
-0.832052777,-0.42201978,1.16766
0.326767223,-0.40120978,1.739299
-0.469552777,-0.47084978,1.11224
-0.163892777,-0.50149978,1.06725
-0.400742777,-0.56154978,0.90686
0.778057223,-0.54981978,0.8949
1.857447223,0.87843022,1.862916
0.530177223,-0.58505978,0.69249
-0.760762777,0.07085022,1.22912
-0.573722777,-0.03999978,1.24208
0.020437223,-0.35228978,1.49323
-0.196442777,-0.38395978,1.30027
0.291297223,1.00691022,1.686332
0.367287223,0.70014022,1.743305
0.876837223,0.68172022,1.723029
0.997747223,0.40302022,1.788552
0.242667223,-0.02887978,1.662639
-1.038472777,-0.33111978,1.1722
-0.850152777,-0.40563978,1.16838
0.444087223,-0.28390978,1.707479
-0.488852777,-0.45330978,1.11366
-0.187682777,-0.48521978,1.07073
-0.454342777,-0.57044978,0.92744
0.708047223,-0.55303978,0.91668
0.476307223,-0.58166978,0.71062
-0.733772777,0.14110022,1.20537
-0.579382777,-0.00736978,1.23579
0.017217223,-0.31885978,1.48872
-0.216442777,-0.36464978,1.30147
0.715917223,-0.20492978,1.37523
0.589457223,-0.46869978,1.21734
0.362107223,0.74292022,1.738972
0.857647223,0.71392022,1.72207
0.983687223,0.43811022,1.787043
0.220347223,-0.00688978,1.663441
-1.057782777,-0.32562978,1.1759
-0.856022777,-0.38603978,1.16475
0.417977223,-0.27360978,1.710546
0.860767223,-0.28849978,1.688458
-0.489842777,-0.42877978,1.10797
-0.228452777,-0.49027978,1.08396
-0.500882777,-0.58260978,0.94644
0.665067223,-0.55052978,0.92921
0.428057223,-0.58430978,0.72799
-0.784232777,0.11518022,1.22334
-0.575082777,0.02586022,1.22697
0.747387223,0.62953022,1.13476
-0.218782777,-0.34021978,1.29728
0.700717223,-0.18545978,1.37571
0.362607223,0.77949022,1.734638
0.863737223,0.75565022,1.716958
0.990677223,0.47786022,1.782514
-1.056232777,-0.28887978,1.16482
-0.878352777,-0.37370978,1.16766
0.405097223,-0.24469978,1.709396
0.813097223,-0.27887978,1.695045
-0.549122777,-0.44545978,1.12931
-0.267182777,-0.48580978,1.0944
-0.538202777,-0.57998978,0.95831
0.198917223,-0.52001978,1.01226
0.601917223,-0.55121978,0.94835
0.396537223,-0.56840978,0.73554
-0.771842777,0.17014022,1.20666
-0.595972777,0.04378022,1.2276
0.729017223,-0.12654978,1.3617
0.358147223,0.82381022,1.729972
0.838077223,0.78266022,1.717277
1.012097223,0.54074022,1.774059
-1.067552777,-0.26574978,1.16113
-0.886072777,-0.34722978,1.16257
0.768807223,-0.26765978,1.7009
-0.572782777,-0.43214978,1.13287
-0.301382777,-0.47830978,1.10276
-0.809742777,-0.52289978,0.9971
-0.566832777,-0.57083978,0.96543
0.139197223,-0.52549978,1.03123
0.568127223,-0.53518978,0.9556
0.364967223,-0.55281978,0.74309
-0.815882777,0.16097022,1.21885
-0.607692777,0.07106022,1.22382
0.683217223,-0.11778978,1.36991
0.365987223,0.88064022,1.722305
0.858267223,0.84984022,1.707691
1.022007223,0.59552022,1.767719
-1.095202777,-0.26063978,1.16704
-0.920492777,-0.34693978,1.17202
0.332607223,-0.22041978,1.718213
0.696387223,-0.27488978,1.712975
-0.600692777,-0.42272978,1.13856
-0.331092777,-0.46766978,1.10903
-0.833932777,-0.51253978,1.00193
-0.613972777,-0.57702978,0.98284
0.082797223,-0.52948978,1.04886
0.493927223,-0.54392978,0.97935
0.309877223,-0.55234978,0.76197
-0.822732777,0.19455022,1.21179
-0.618312777,0.09969022,1.21941
0.670907223,-0.08616978,1.36798
0.356447223,0.92107022,1.718639
0.812827223,0.85974022,1.712165
0.998837223,0.62481022,1.767719
-1.104322777,-0.23489978,1.16187
-0.937702777,-0.32983978,1.17202
0.328817223,-0.18499978,1.714763
0.658897223,-0.26045978,1.717367
-0.641162777,-0.42473978,1.15065
-0.365222777,-0.46078978,1.11738
-0.864832777,-0.50860978,1.01079
-0.632582777,-0.56033978,0.98443
0.051287223,-0.51684978,1.05563
0.468277223,-0.52386978,0.98331
0.276777223,-0.53849978,0.77028
-0.845792777,0.20937022,1.21307
-0.637032777,0.12006022,1.21878
0.636177223,-0.07027978,1.37281
0.548317223,-0.31816978,1.20384
0.359087223,0.97411022,1.711972
-0.092202777,1.08141022,1.4329
0.770387223,0.87187022,1.715999
1.004797223,0.67743022,1.761982
-1.123462777,-0.22034978,1.16261
-0.945872777,-0.30354978,1.16693
0.337357223,-0.14014978,1.708245
0.611527223,-0.25285978,1.723953
-0.677332777,-0.42340978,1.16061
-0.390522777,-0.44721978,1.12156
-0.882362777,-0.49240978,1.0116
-0.632952777,-0.52845978,0.97572
0.013627223,-0.50885978,1.06512
0.404067223,-0.52797978,1.00311
0.235897223,-0.52999978,0.78237
-0.866502777,0.22693022,1.21307
-0.664982777,0.13064022,1.22256
0.648837223,0.78401022,1.12751
0.914727223,0.61430022,1.15711
-0.084562777,1.14404022,1.42094
0.706077223,0.86368022,1.724626
1.033317223,0.74896022,1.751717
-1.143042777,-0.21548978,1.1663
-0.945952777,-0.27749978,1.15967
0.310907223,-0.13080978,1.711312
0.581787223,-0.24367978,1.727613
-0.694012777,-0.41319978,1.16274
-0.433602777,-0.45659978,1.13618
-0.889272777,-0.47433978,1.00838
-0.629552777,-0.50123978,0.96701
-0.016892777,-0.50473978,1.07326
0.348867223,-0.53604978,1.02092
0.188227223,-0.53506978,0.79974
-0.884522777,0.23710022,1.21436
-0.676252777,0.14884022,1.22067
0.831097223,0.58212022,1.17915
0.665657223,0.86412022,1.729419
1.044297223,0.79480022,1.74598
-1.165902777,-0.20543978,1.16925
-0.981702777,-0.27933978,1.16984
0.300127223,-0.10002978,1.709396
0.544327223,-0.23030978,1.732004
-0.727302777,-0.40986978,1.17128
-0.447222777,-0.43405978,1.13479
-0.937302777,-0.48753978,1.02771
-0.670932777,-0.50377978,0.98126
-0.075792777,-0.51286978,1.09223
0.297807223,-0.53330978,1.03544
0.128997223,-0.53969978,0.82088
-0.914982777,0.24267022,1.21949
-0.700432777,0.16328022,1.22256
0.751147223,0.56353022,1.19819
0.070257223,-0.37313978,1.53124
-0.147802777,-0.42094978,1.34158
1.019877223,0.82422022,1.74598
-1.156402777,-0.15722978,1.15227
-0.992912777,-0.25586978,1.1662
0.292237223,-0.06687978,1.706712
0.558837223,-0.18183978,1.724685
-0.752322777,-0.39920978,1.17555
-0.482672777,-0.42951978,1.14384
-0.970652777,-0.48716978,1.03818
-0.723272777,-0.51635978,1.00184
-0.090462777,-0.48933978,1.09156
0.259547223,-0.52289978,1.04467
0.086867223,-0.53358978,0.83372
-0.912122777,0.28930022,1.20666
-0.708102777,0.19581022,1.21626
0.702757223,0.97128022,1.08299
0.762427223,0.61959022,1.18667
-0.498842777,-0.01764978,1.25372
0.034507223,-0.36369978,1.53703
-0.205392777,-0.43064978,1.35727
0.497997223,0.80700022,1.755621
0.978617223,0.83951022,1.749301
-1.186712777,-0.15587978,1.15966
-1.005592777,-0.23378978,1.1633
0.279427223,-0.03732978,1.705178
0.524387223,-0.16662978,1.728344
-0.789582777,-0.40029978,1.18622
-0.522372777,-0.42892978,1.15498
-0.997392777,-0.48067978,1.04462
-0.772572777,-0.52706978,1.02083
-0.150582777,-0.49957978,1.11121
0.203947223,-0.52426978,1.06117
0.024937223,-0.54149978,0.85638
-0.952202777,0.28273022,1.21693
-0.729992777,0.21283022,1.21689
0.700607223,0.61482022,1.19969
-0.547852777,-0.02737978,1.26728
0.004977223,-0.34993978,1.5409
-0.235632777,-0.41969978,1.3625
0.513487223,0.87117022,1.746674
0.961447223,0.87493022,1.747791
-1.192112777,-0.12466978,1.15153
-1.023512777,-0.21722978,1.1633
0.271027223,-0.00417978,1.702495
0.507627223,-0.13931978,1.727978
-0.801062777,-0.37720978,1.18337
-0.577662777,-0.44207978,1.17378
-1.013762777,-0.46405978,1.04462
-0.785912777,-0.50658978,1.01925
-0.195402777,-0.49914978,1.12409
0.176827223,-0.50740978,1.06579
-0.001722777,-0.52582978,0.86167
-0.955822777,0.32197022,1.2073
-0.749462777,0.23254022,1.21626
0.694997223,0.65717022,1.19368
-0.529492777,0.02981022,1.25002
-0.225452777,-0.37683978,1.35204
0.458467223,-0.15943978,1.19934
0.552467223,0.95901022,1.732295
0.887097223,0.86123022,1.757755
-1.208372777,-0.10638978,1.15006
-1.042792777,-0.20214978,1.16402
0.277697223,0.04126022,1.695977
0.484277223,-0.11665978,1.729076
-0.815402777,-0.35674978,1.18195
-0.604242777,-0.43136978,1.17865
-1.037942777,-0.45535978,1.04945
-0.839002777,-0.52178978,1.04062
-0.243082777,-0.50145978,1.13832
0.116767223,-0.51295978,1.08426
-0.061792777,-0.53378978,0.88357
-0.435212777,0.83510022,1.23765
-0.986512777,0.32686022,1.21243
-0.769062777,0.25214022,1.21563
0.689027223,0.69959022,1.18767
-0.563742777,0.03444022,1.2568
0.463487223,-0.11695978,1.1909
0.527027223,0.98535022,1.732295
0.807157223,0.84157022,1.768927
-1.210732777,-0.08043978,1.14268
-1.052612777,-0.18574978,1.16184
0.285857223,0.07825022,1.690227
0.478267223,-0.09147978,1.727247
-0.834932777,-0.34994978,1.18551
-0.628072777,-0.42686978,1.18422
-1.055452777,-0.44830978,1.05267
-0.844272777,-0.50239978,1.03666
-0.219492777,-0.45785978,1.12206
0.090597223,-0.50479978,1.0902
-0.088932777,-0.52761978,0.89112
-0.447642777,0.85770022,1.23492
-0.996822777,0.34689022,1.20922
-0.783552777,0.26712022,1.215
0.690147223,0.73655022,1.18116
-0.567822777,0.05986022,1.25187
-0.048042777,1.10339022,1.45448
0.483957223,0.98140022,1.737727
-1.230772777,-0.06661978,1.14341
-1.073322777,-0.17224978,1.1633
0.259877223,0.09795022,1.69176
0.454647223,-0.06905978,1.728344
-0.857432777,-0.33756978,1.18835
-0.649012777,-0.41163978,1.18631
-1.085992777,-0.44654978,1.06153
-0.868622777,-0.49226978,1.04141
0.043277223,-0.50278978,1.10339
-0.429242777,-0.48710978,0.9493
-0.154652777,-0.54092978,0.91605
-0.512002777,0.82811022,1.25295
-1.012672777,0.37105022,1.20602
-0.797222777,0.29373022,1.21122
0.699477223,0.79324022,1.16964
-0.562542777,0.10523022,1.24016
-1.247442777,-0.04854978,1.14194
-1.080502777,-0.14355978,1.15676
0.245887223,0.12747022,1.690227
0.418247223,-0.05613978,1.73237
-0.874702777,-0.32006978,1.18835
-0.671422777,-0.39781978,1.18909
-1.097532777,-0.42517978,1.05831
-0.880882777,-0.47107978,1.03904
-0.338272777,-0.48264978,1.16137
0.010017223,-0.49152978,1.11065
-0.522532777,-0.53020978,0.99096
-0.188632777,-0.53208978,0.92511
-0.519942777,0.86892022,1.2453
-1.027582777,0.39666022,1.20217
-0.818462777,0.31160022,1.21122
0.688057223,0.83212022,1.16513
-0.585222777,0.12182022,1.24139
0.161217223,-0.34829978,1.5602
-0.097442777,-0.42298978,1.37652
-1.260822777,-0.02614978,1.13825
-1.098992777,-0.12745978,1.15676
0.219667223,0.14685022,1.69176
0.405487223,-0.02592978,1.730906
-0.892082777,-0.30267978,1.18835
-0.688312777,-0.37914978,1.18909
-1.129292777,-0.42518978,1.06798
-0.914692777,-0.47009978,1.04933
-0.347302777,-0.45599978,1.15798
-0.032492777,-0.48713978,1.12187
-0.545692777,-0.51650978,0.99482
-0.246422777,-0.54115978,0.94626
-0.547162777,0.88548022,1.24639
-1.035962777,0.43137022,1.19447
-0.833732777,0.33662022,1.20807
0.672017223,0.86711022,1.16212
-0.598872777,0.14796022,1.23831
0.137667223,-0.32893978,1.56206
-0.094232777,-0.38574978,1.36921
-1.278912777,-0.00971978,1.13751
-1.102962777,-0.09455978,1.14804
0.208297223,0.17873022,1.68946
0.381527223,-0.00405978,1.732004
-0.910872777,-0.28673978,1.18906
-0.724712777,-0.37827978,1.19884
-1.153482777,-0.41743978,1.07281
-0.941762777,-0.46310978,1.05566
-0.390132777,-0.45663978,1.17018
-0.064172777,-0.47545978,1.12847
-0.604152777,-0.53274978,1.01796
-0.278742777,-0.53200978,0.95456
-0.556902777,0.92475022,1.23929
-1.041332777,0.47070022,1.18484
-0.841972777,0.37038022,1.20114
0.722757223,0.96357022,1.13557
-0.608862777,0.17824022,1.23338
0.859257223,0.60226022,1.22743
0.090447223,-0.32694978,1.57085
-0.150952777,-0.39362978,1.38383
-1.291522777,0.01403022,1.13308
-1.125382777,-0.08285978,1.15022
0.201147223,0.21445022,1.68601
0.348087223,0.01046022,1.735297
-0.929762777,-0.27092978,1.18977
-0.734842777,-0.35357978,1.19536
