x,y,z
-1.172722777,-0.40449978,1.07442
-0.979372777,-0.46655978,1.06832
-0.424102777,-0.45053978,1.17831
-0.112642777,-0.47630978,1.14232
-0.615992777,-0.51004978,1.01565
-0.330242777,-0.53769978,0.97269
-0.584432777,0.94105022,1.24038
-1.070312777,0.47780022,1.18869
-0.869672777,0.38060022,1.20429
-0.628092777,0.19870022,1.23276
0.770407223,0.57590022,1.24868
0.102837223,-0.28153978,1.56206
-0.170932777,-0.37402978,1.38496
-1.309452777,0.02065022,1.13529
-1.149142777,-0.08237978,1.15603
0.191517223,0.23772022,1.684476
0.398827223,0.07979022,1.719928
-0.939152777,-0.25406978,1.18764
-0.743602777,-0.33602978,1.19327
-1.002222777,-0.46425978,1.07465
-0.443762777,-0.44136978,1.1817
-0.141672777,-0.47196978,1.14958
-0.632312777,-0.49938978,1.01796
-0.351072777,-0.52882978,0.97722
-0.591872777,0.97085022,1.23492
-0.871732777,0.41142022,1.19673
0.762797223,1.09090022,1.10552
-0.653782777,0.20163022,1.23769
0.745717223,0.59046022,1.2511
-0.192802777,-0.36472978,1.38833
-1.320132777,0.04726022,1.12939
-1.150112777,-0.04524978,1.14514
0.189767223,0.27867022,1.679492
0.380457223,0.10639022,1.719562
-0.959502777,-0.23980978,1.18906
-0.770422777,-0.32682978,1.19815
-1.229152777,-0.40738978,1.09214
-1.017382777,-0.44636978,1.07386
-0.458942777,-0.42004978,1.18102
-0.195972777,-0.47815978,1.16607
-0.659682777,-0.49018978,1.02413
-0.359832777,-0.50246978,0.97345
-0.612792777,0.99618022,1.23273
-1.082332777,0.54472022,1.17265
-0.897242777,0.42435022,1.19862
-0.656682777,0.24025022,1.22907
0.759537223,0.64946022,1.23902
-1.324492777,0.08289022,1.11905
-1.156182777,-0.01375978,1.13715
0.196427223,0.32756022,1.672208
0.398877223,0.16221022,1.710414
-0.964682777,-0.20923978,1.18195
-0.774222777,-0.29581978,1.19118
-1.320012777,-0.47581978,1.14127
-1.048252777,-0.44416978,1.08257
-0.500062777,-0.42078978,1.19255
-0.234972777,-0.47356978,1.17597
-0.674622777,-0.47021978,1.02336
-0.396472777,-0.49784978,0.98402
-0.638442777,1.01519022,1.23273
-1.097592777,0.57168022,1.16816
-0.925152777,0.43412022,1.20177
-0.690182777,0.24474022,1.23523
0.741907223,0.68216022,1.23709
-0.188142777,-0.29036978,1.37371
-1.335712777,0.10952022,1.11315
-1.173132777,0.00475022,1.13569
0.358517223,0.17158022,1.715171
-0.978962777,-0.18827978,1.17982
-0.798482777,-0.28431978,1.19467
-1.254452777,-0.36751978,1.0865
-1.064842777,-0.42785978,1.08257
-0.521092777,-0.40472978,1.19458
-0.254402777,-0.45444978,1.17729
-0.715792777,-0.47373978,1.03725
-0.463492777,-0.51777978,1.01045
-0.641732777,1.06526022,1.2218
-1.126982777,0.57827022,1.17201
-0.935662777,0.46619022,1.19547
-0.706112777,0.26901022,1.23276
-0.481712777,0.18772022,1.24692
0.732817223,0.72246022,1.23226
-0.205722777,-0.26866978,1.37371
-0.014552777,1.07255022,1.49565
-1.360092777,0.11794022,1.1161
-1.199542777,0.01153022,1.14005
0.353277223,0.20913022,1.711512
-1.000932777,-0.17570978,1.18195
-0.818762777,-0.26907978,1.19606
-1.284692777,-0.36774978,1.09536
-1.099492777,-0.43007978,1.09365
-0.576212777,-0.41852978,1.21288
-0.315732777,-0.46783978,1.19708
-0.752702777,-0.47394978,1.04882
-0.489732777,-0.50592978,1.01574
-0.648862777,1.11075022,1.21251
-1.142592777,0.60506022,1.16752
-0.947612777,0.49676022,1.18981
-0.714782777,0.30187022,1.2266
-0.515552777,0.19385022,1.25291
0.746667223,0.78335022,1.2197
-0.224922777,-0.24828978,1.37427
-0.044522777,1.09086022,1.4969
-1.378082777,0.13532022,1.11463
-1.214372777,0.03272022,1.13715
0.346197223,0.24548022,1.708218
-1.014242777,-0.15353978,1.1791
-0.839122777,-0.25397978,1.19745
-1.285132777,-0.33342978,1.08409
-1.125092777,-0.42335978,1.09919
-0.583112777,-0.39053978,1.20813
-0.320312777,-0.43760978,1.19181
-0.777272777,-0.46327978,1.05345
-0.510252777,-0.48961978,1.01801
-0.674132777,1.13110022,1.21196
-1.153182777,0.63967022,1.15981
-0.963262777,0.52278022,1.18603
-0.733612777,0.32316022,1.22537
-0.537482777,0.21211022,1.25351
0.732447223,0.81997022,1.21632
-0.199912777,-0.19130978,1.35796
-1.397252777,0.15107022,1.11389
-1.232822777,0.04944022,1.13642
0.325237223,0.27053022,1.708218
-1.032662777,-0.13701978,1.1791
-0.850312777,-0.22971978,1.19397
-1.309502777,-0.32702978,1.08892
-0.616872777,-0.38637978,1.21627
-0.372432777,-0.44492978,1.20764
-0.809962777,-0.46035978,1.06271
-0.560842777,-0.49823978,1.03613
-0.468432777,1.03330022,1.24088
-0.982542777,0.54416022,1.18414
-0.759922777,0.33559022,1.22783
-0.554292777,0.23577022,1.25172
0.706427223,0.84613022,1.21681
-1.402002777,0.17700022,1.1065
-1.241872777,0.06817022,1.13279
0.327457223,0.30444022,1.703827
-1.030562777,-0.10640978,1.16986
-0.854562777,-0.20719978,1.18909
-1.315452777,-0.30757978,1.08409
-0.626792777,-0.36958978,1.21491
-0.373092777,-0.42004978,1.20236
-0.829052777,-0.45331978,1.06657
-0.584412777,-0.49319978,1.04217
-0.474872777,1.06503022,1.23502
-1.199362777,0.65897022,1.16302
-0.988382777,0.57198022,1.17784
-0.767532777,0.35942022,1.22352
-0.566032777,0.25451022,1.24992
0.710797223,0.88759022,1.20908
-1.419382777,0.19569022,1.10429
-1.258292777,0.08769022,1.13061
0.205517223,0.59340022,1.63579
0.318087223,0.33959022,1.7009
-1.051722777,-0.09282978,1.17128
-0.893562777,-0.21118978,1.20024
-1.337552777,-0.29861978,1.08731
-1.197592777,-0.40835978,1.11581
-0.646642777,-0.35317978,1.21627
-0.417692777,-0.42213978,1.2149
-0.864302777,-0.45343978,1.07737
-0.629002777,-0.49787978,1.05728
-0.492782777,1.09564022,1.2313
-1.208582777,0.69663022,1.15404
-1.020292777,0.57636022,1.18288
-0.789182777,0.37747022,1.22352
-0.577972777,0.28365022,1.24572
0.711417223,0.93867022,1.20038
-1.436902777,0.21429022,1.10208
-1.274862777,0.10712022,1.12843
0.241507223,0.67500022,1.61969
0.317357223,0.38247022,1.695777
-1.057202777,-0.06089978,1.16346
-0.892142777,-0.17362978,1.18979
-1.349282777,-0.27702978,1.08328
-1.183352777,-0.35916978,1.09602
-0.676232777,-0.34586978,1.22237
-0.441722777,-0.40787978,1.2182
-0.895462777,-0.45006978,1.08585
-0.660752777,-0.49218978,1.06559
-0.478472777,1.16930022,1.21267
-1.229312777,0.71671022,1.15211
-1.033342777,0.60670022,1.17721
-0.806152777,0.40130022,1.22105
-0.592722777,0.30995022,1.24272
0.845037223,0.70165022,1.27822
0.087667223,1.07803022,1.53058
-1.451502777,0.23747022,1.09765
-1.296032777,0.12050022,1.12915
0.289627223,0.40216022,1.69724
-1.085832777,-0.05610978,1.16915
-0.925922777,-0.17267978,1.19815
-1.382962777,-0.28260978,1.09456
-1.199252777,-0.34234978,1.09523
-0.693462777,-0.32722978,1.22237
-0.474512777,-0.40105978,1.22545
-0.918632777,-0.43924978,1.08971
-0.689652777,-0.48435978,1.07238
-1.235162777,0.76079022,1.14056
-1.048862777,0.63392022,1.1728
-0.822122777,0.42654022,1.21797
-0.602582777,0.34186022,1.23733
0.797437223,0.70973022,1.28563
-1.305142777,0.15025022,1.12189
0.292687223,0.44904022,1.69102
-1.097702777,-0.03141978,1.16488
-0.926292777,-0.13644978,1.1884
-1.405122777,-0.27414978,1.09778
-1.239762777,-0.35299978,1.11027
-0.709432777,-0.30739978,1.22169
-0.494272777,-0.38358978,1.22677
-0.947072777,-0.43379978,1.09666
-0.715742777,-0.47434978,1.07767
-1.249402777,0.79203022,1.13415
-1.065712777,0.65954022,1.16902
-0.841832777,0.44723022,1.21674
-0.615252777,0.37094022,1.23313
0.767637223,0.73255022,1.28748
-1.476052777,0.28023022,1.08879
-1.324762777,0.15524022,1.1248
0.287747223,0.47808022,1.688092
-1.113272777,-0.02085978,1.16559
-0.898112777,-0.07826978,1.16542
-1.400272777,-0.24054978,1.08489
-1.253842777,-0.34303978,1.11106
-0.725232777,-0.29617978,1.22305
-0.507002777,-0.36874978,1.22677
-0.962172777,-0.42369978,1.0982
-0.747452777,-0.47773978,1.08825
-1.073632777,0.68573022,1.16335
-0.852612777,0.46792022,1.21366
-0.627762777,0.38950022,1.23133
0.770247223,0.77114022,1.281
-1.336422777,0.18191022,1.11898
0.285717223,0.52125022,1.682969
-1.130172777,-0.00206978,1.16417
-0.943602777,-0.09006978,1.18004
-1.421502777,-0.23080978,1.08731
-1.273492777,-0.33079978,1.11264
-0.740072777,-0.27521978,1.22169
-0.529802777,-0.35397978,1.22941
-0.987982777,-0.41602978,1.1036
-0.761082777,-0.45706978,1.08673
-1.093052777,0.70812022,1.16083
-0.871462777,0.48996022,1.21181
-0.649602777,0.40843022,1.23133
0.792827223,0.83986022,1.26618
-1.512522777,0.31677022,1.08436
-1.354792777,0.19943022,1.11753
0.271717223,0.55390022,1.680774
-1.143702777,0.02100022,1.16061
-0.952362777,-0.06198978,1.17447
-1.480572777,-0.27066978,1.11711
-1.294402777,-0.32007978,1.11502
-0.756392777,-0.25566978,1.22101
-0.549812777,-0.33690978,1.23073
-1.018952777,-0.41385978,1.11209
-0.796792777,-0.45639978,1.09731
-1.296382777,0.86720022,1.12067
-1.106282777,0.73987022,1.15453
-0.891622777,0.51038022,1.21058
-0.675292777,0.42288022,1.23313
0.800147223,0.89610022,1.25599
-1.491082777,0.39983022,1.05188
-1.375432777,0.21379022,1.11753
0.256017223,0.58517022,1.678944
-1.156262777,0.04549022,1.15634
-0.966372777,-0.03949978,1.17169
-1.457452777,-0.20300978,1.08731
-1.308192777,-0.30113978,1.11264
-0.774182777,-0.23752978,1.22101
-0.568502777,-0.31872978,1.23139
-1.038302777,-0.40002978,1.11363
-0.814682777,-0.43976978,1.09806
-1.340282777,0.84918022,1.13351
-1.118772777,0.77318022,1.14761
-0.909642777,0.53373022,1.20811
-0.691172777,0.44879022,1.23013
-1.538012777,0.37199022,1.07107
-1.387692777,0.24030022,1.11172
0.134217223,0.89514022,1.60397
0.244377223,0.62044022,1.676017
-1.183982777,0.05079022,1.16132
-0.989232777,-0.02690978,1.17378
-1.466812777,-0.17753978,1.08086
-1.324502777,-0.28505978,1.11185
-0.788112777,-0.21549978,1.21898
-0.588712777,-0.30192978,1.23271
-1.065362777,-0.39434978,1.1198
-0.842152777,-0.43209978,1.10411
-1.363112777,0.86691022,1.13222
-1.135732777,0.80013022,1.1432
-0.931252777,0.55241022,1.20749
-0.708492777,0.47317022,1.22774
-1.541612777,0.41553022,1.05705
-1.394952777,0.27448022,1.10227
0.113197223,0.92315022,1.60282
0.253787223,0.67606022,1.6676
-1.190002777,0.08400022,1.15279
-1.001062777,-0.00175978,1.1696
-1.473152777,-0.14763978,1.072
-1.339742777,-0.26767978,1.11027
-0.808782777,-0.20025978,1.22033
-0.609002777,-0.28528978,1.23403
-1.093652777,-0.39024978,1.12674
-0.869602777,-0.42466978,1.11015
-1.373952777,0.90594022,1.1226
-1.151902777,0.82862022,1.13816
-0.959742777,0.56176022,1.21058
-0.723572777,0.50042022,1.22414
-1.557152777,0.42703022,1.05631
-1.404522777,0.29435022,1.09792
0.114297223,0.96246022,1.59707
0.251637223,0.70942022,1.663575
-1.185652777,0.12083022,1.14069
-1.007012777,0.02064022,1.16473
-1.479442777,-0.12704978,1.06637
-1.344832777,-0.24688978,1.10473
-0.814512777,-0.17878978,1.21627
-0.629152777,-0.27735978,1.23733
-1.105082777,-0.37686978,1.12597
-0.898222777,-0.42691978,1.11921
-1.372392777,0.95299022,1.10848
-1.165232777,0.84835022,1.13501
-0.962392777,0.59442022,1.20256
-0.727182777,0.53043022,1.21754
-0.444252777,0.38331022,1.24396
-1.416472777,0.32237022,1.09138
0.147097223,1.04980022,1.5802
0.253107223,0.75858022,1.656988
-1.210292777,0.13029022,1.14354
-1.025322777,0.03862022,1.16403
-1.486282777,-0.09709978,1.05751
-1.352232777,-0.21962978,1.0976
-0.831482777,-0.15965978,1.21559
-0.642652777,-0.25456978,1.23535
-1.127102777,-0.36635978,1.12906
-0.930932777,-0.42509978,1.12827
-1.386792777,0.98714022,1.10078
-1.182852777,0.87513022,1.1306
-0.986622777,0.60970022,1.20318
-0.749902777,0.54873022,1.21754
-0.439062777,0.43316022,1.23175
-1.433792777,0.34258022,1.08847
0.018537223,0.95991022,1.6101
0.237317223,0.79132022,1.654793
-1.233842777,0.14106022,1.14567
-1.047362777,0.05218022,1.16542
-1.498692777,-0.07459978,1.05267
-1.374832777,-0.21096978,1.10077
-0.829192777,-0.12011978,1.20475
-0.649452777,-0.22537978,1.23007
-1.147912777,-0.35464978,1.13137
-0.960892777,-0.42099978,1.13583
-1.206732777,0.89217022,1.12997
-1.014232777,0.62015022,1.20565
-0.767992777,0.57285022,1.21515
-0.514812777,0.39340022,1.25616
-1.535722777,0.62119022,0.98544
-1.452292777,0.36114022,1.08629
0.231007223,0.83376022,1.650036
-1.261852777,0.14564022,1.15065
-1.065882777,0.06993022,1.16473
-1.521802777,-0.06712978,1.0559
-1.390602777,-0.19384978,1.09919
-0.858102777,-0.11344978,1.21017
-0.675632777,-0.21437978,1.23403
-1.172462777,-0.34720978,1.136
-0.988172777,-0.41456978,1.14187
-1.417482777,1.05369022,1.08602
-1.222792777,0.92202022,1.1243
-0.998352777,0.69284022,1.18346
-0.795702777,0.58490022,1.21754
-0.545552777,0.40301022,1.26023
-1.558102777,0.63604022,0.9847
-1.459912777,0.39688022,1.07612
0.246427223,0.89864022,1.63942
-1.278862777,0.16513022,1.14852
-1.092832777,0.07741022,1.1689
-1.499182777,0.00646022,1.02368
-1.403102777,-0.17246978,1.09523
-0.869122777,-0.08764978,1.2061
-0.703192777,-0.20491978,1.23865
-1.192122777,-0.33444978,1.13755
-1.012802777,-0.40574978,1.1464
-1.250922777,0.93233022,1.12619
-1.007002777,0.73138022,1.17483
-0.797702777,0.62989022,1.20675
-0.571262777,0.41813022,1.26197
-1.623522777,0.57254022,1.0194
-1.478812777,0.41532022,1.07394
0.206267223,0.90757022,1.643449
-1.293842777,0.18758022,1.14496
-1.107992777,0.09925022,1.16612
-1.414662777,-0.14967978,1.09048
-0.886702777,-0.06883978,1.20542
-0.701042777,-0.16665978,1.22875
-1.210612777,-0.32043978,1.13832
-1.036142777,-0.39581978,1.15018
-1.269362777,0.95874022,1.12178
-0.347862777,1.06040022,1.30639
-1.026712777,0.75422022,1.17236
-0.822212777,0.64624022,1.20735
-0.595782777,0.43451022,1.26313
-1.570672777,0.71110022,0.96108
-1.482492777,0.44608022,1.0645
-1.311422777,0.19560022,1.14638
-1.121822777,0.11266022,1.16542
-1.432952777,-0.14500978,1.09365
-0.899652777,-0.05444978,1.20475
-0.716132777,-0.15411978,1.22941
-1.222422777,-0.30757978,1.13755
-1.051402777,-0.38617978,1.15169
-1.275872777,0.99118022,1.11359
-1.042672777,0.76970022,1.17113
-0.823642777,0.68080022,1.19896
-0.604912777,0.45760022,1.25965
-1.499802777,0.46758022,1.06087
0.236857223,1.02800022,1.62332
-1.328822777,0.21483022,1.14425
-1.136102777,0.13585022,1.16194
-1.443672777,-0.12086978,1.08811
-0.919952777,-0.03861978,1.20542
-0.703832777,-0.10504978,1.21424
-1.233882777,-0.28535978,1.13369
-1.055502777,-0.35655978,1.14413
-1.301482777,1.00602022,1.11359
-1.055332777,0.80346022,1.16435
-0.847312777,0.69850022,1.19896
-0.621012777,0.48399022,1.25674
-1.583782777,0.80272022,0.93155
-1.509582777,0.50175022,1.05142
0.205597223,1.04662022,1.62479
-1.345312777,0.23552022,1.14141
-1.154032777,0.15454022,1.16055
-1.538302777,0.10836022,0.9963
-1.448022777,-0.08790978,1.07782
-0.934132777,-0.01586978,1.20271
-0.723892777,-0.08792978,1.2149
-1.241942777,-0.25895978,1.12752
-1.085422777,-0.35371978,1.15169
-1.306422777,1.05695022,1.09974
-1.067282777,0.83881022,1.15696
-0.858612777,0.73291022,1.19237
-0.629982777,0.51913022,1.25035
-1.588512777,0.85358022,0.91457
-1.521612777,0.53274022,1.04343
-1.357772777,0.26231022,1.13571
-1.165232777,0.18205022,1.15498
-1.568302777,0.10620022,1.00435
-1.445072777,-0.04453978,1.06199
-0.949722777,0.00541022,1.20068
-0.741422777,-0.06823978,1.21424
-1.272702777,-0.25945978,1.136
-1.100052777,-0.33494978,1.15018
-1.316582777,1.09970022,1.08903
-1.094002777,0.85177022,1.15819
-0.874732777,0.76117022,1.18817
-0.636842777,0.55727022,1.24279
-1.610712777,0.87143022,0.91236
-1.365272777,0.29684022,1.12647
-1.174412777,0.21253022,1.14802
-1.640522777,0.03743022,1.04704
-1.464172777,-0.03072978,1.06199
-0.958122777,0.03518022,1.19458
-0.761692777,-0.05137978,1.2149
-1.279892777,-0.23174978,1.12906
-1.108512777,-0.30947978,1.14489
-1.098322777,0.89987022,1.14586
-0.894442777,0.78474022,1.18577
-0.647672777,0.59099022,1.23698
-0.434962777,0.47062022,1.27303
-1.558732777,0.57373022,1.03689
-1.376202777,0.32673022,1.11935
-1.203012777,0.21753022,1.15289
-1.471592777,-0.00062978,1.05328
-0.983812777,0.04486022,1.19797
-0.774252777,-0.02644978,1.2116
-1.298982777,-0.21833978,1.12983
-1.124702777,-0.29218978,1.14413
-1.123362777,0.91583022,1.14586
-0.909922777,0.81442022,1.18097
-0.654032777,0.63070022,1.22885
-1.591362777,1.02013022,0.85626
-1.383062777,0.35149022,1.11295
-1.217442777,0.23054022,1.15219
-1.570412777,0.22720022,0.96005
-1.483992777,0.01260022,1.0517
-0.990092777,0.06749022,1.19322
-0.788662777,-0.01291978,1.2116
-1.292802777,-0.18285978,1.11672
-1.140342777,-0.28305978,1.14564
-1.148222777,0.91800022,1.14956
-0.932682777,0.82106022,1.18337
-0.672732777,0.64328022,1.22943
-1.589372777,1.08976022,0.83116
-1.521092777,0.73442022,0.97514
-1.396542777,0.37824022,1.10726
-1.232732777,0.25332022,1.14871
-1.640062777,0.16064022,1.00113
-1.488702777,0.04723022,1.04062
-1.007512777,0.08705022,1.19187
-0.807972777,0.00500022,1.2116
-1.322522777,-0.18253978,1.12443
-1.160422777,-0.27008978,1.14716
-1.156492777,0.96124022,1.13908
-0.938732777,0.86471022,1.17318
-0.690262777,0.66946022,1.22652
-1.537842777,0.76075022,0.96933
-1.418302777,0.39234022,1.10726
-1.229522777,0.30186022,1.13339
-1.506292777,0.06378022,1.03904
-1.046492777,0.08028022,1.20271
-0.832512777,0.01725022,1.21424
-1.352152777,-0.18246978,1.13215
-1.181802777,-0.25865978,1.14942
-1.182902777,0.97521022,1.1397
-0.962472777,0.88325022,1.17258
-0.263362777,1.09004022,1.33949
-0.718552777,0.68193022,1.22885
-0.475302777,0.59605022,1.25334
-1.529732777,0.83277022,0.94318
-1.426232777,0.42846022,1.0973
-1.256252777,0.30938022,1.13688
-1.595562777,0.32872022,0.92784
-1.049842777,0.11709022,1.19322
-0.835512777,0.05307022,1.20566
-1.354562777,-0.14766978,1.12134
-1.191022777,-0.23343978,1.14413
-1.223972777,0.96447022,1.14956
-0.976732777,0.91587022,1.16659
-0.741062777,0.70181022,1.22827
-0.525992777,0.58393022,1.26571
-1.632302777,0.70176022,1.00711
-1.457152777,0.42807022,1.10371
-1.278652777,0.32283022,1.13757
-1.610502777,0.35261022,0.9222
-1.058252777,0.14810022,1.18645
-0.857752777,0.06789022,1.20698
-1.371892777,-0.13182978,1.12057
-1.211362777,-0.22083978,1.14564
-1.234992777,1.00426022,1.14032
-0.990232777,0.95006022,1.15999
-0.763712777,0.72155022,1.22769
-0.524202777,0.63274022,1.25446
-1.566782777,0.88215022,0.93301
-1.464612777,0.46572022,1.09304
-1.294712777,0.34537022,1.13409
-1.619242777,0.38754022,0.91092
-1.558772777,0.11436022,1.0335
-1.063462777,0.18356022,1.17763
-0.877572777,0.08538022,1.20698
-1.382662777,-0.10725978,1.11517
-1.225752777,-0.20133978,1.14338
-1.248302777,1.04078022,1.1323
-1.028172777,0.94757022,1.16719
-0.772802777,0.75958022,1.22013
-0.551272777,0.64791022,1.25615
-1.490782777,0.47298022,1.09588
-1.317322777,0.35856022,1.13479
-1.660122777,0.36686022,0.92784
-1.528592777,0.20430022,0.99392
-1.116282777,0.15812022,1.19661
-0.904962777,0.09421022,1.21094
-1.401372777,-0.09305978,1.11517
-1.243872777,-0.18614978,1.14338
-1.256342777,1.08721022,1.12059
-1.041052777,0.98318022,1.15999
-0.781112777,0.79919022,1.212
-0.579642777,0.66140022,1.2584
-1.491272777,0.51043022,1.08379
-1.320902777,0.38813022,1.12643
-1.638552777,0.44315022,0.89401
-1.545072777,0.21272022,0.99471
-1.099472777,0.21182022,1.17763
-0.905102777,0.12425022,1.20302
-1.395732777,-0.05576978,1.10128
-1.251592777,-0.16772978,1.1396
-1.261052777,1.12498022,1.11073
-1.064342777,0.98901022,1.16239
-0.793792777,0.82041022,1.20909
-0.602162777,0.66990022,1.26065
-1.512692777,1.15825022,0.82767
-1.503452777,0.54166022,1.07597
-1.337502777,0.41049022,1.12295
-1.637552777,0.49731022,0.87307
-1.606322777,0.16242022,1.02716
-1.106552777,0.24578022,1.1695
-0.928952777,0.13713022,1.205
-1.404992777,-0.02823978,1.09434
-1.282872777,-0.16843978,1.14791
-1.090962777,1.00357022,1.16299
-0.142242777,1.11211022,1.37546
-0.796032777,0.86939022,1.19747
-0.597982777,0.72328022,1.24771
-1.515002777,0.57450022,1.06743
-1.351192777,0.43747022,1.11738
-1.621312777,0.58051022,0.83763
-1.131982777,0.25568022,1.17221
-0.939462777,0.16572022,1.19972
-1.413422777,0.00080022,1.08663
-1.273162777,-0.11911978,1.12978
-1.107552777,1.03415022,1.15759
-0.157422777,1.14753022,1.37129
-0.814252777,0.89663022,1.19398
-0.583552777,0.79035022,1.22972
-1.531512777,0.59922022,1.06245
-1.376392777,0.44714022,1.11947
-1.656522777,0.57065022,0.84891
-1.591962777,0.27680022,0.98205
-1.157452777,0.26539022,1.17492
-0.962312777,0.17979022,1.20104
-1.422132777,0.02985022,1.07891
-1.291802777,-0.10423978,1.12978
-1.116432777,1.07767022,1.1474
-0.832702777,0.92379022,1.1905
-0.606732777,0.81106022,1.22915
-1.538172777,0.64180022,1.04965
-1.380322777,0.48975022,1.10694
-1.637332777,0.66229022,0.80944
-1.590052777,0.32727022,0.96306
-1.168532777,0.29468022,1.16882
-0.984032777,0.19516022,1.2017
-1.433232777,0.05589022,1.07274
-1.297882777,-0.07349978,1.12148
-1.124762777,1.12287022,1.13661
-0.873102777,0.91936022,1.19863
-0.613522777,0.85281022,1.22072
-1.548902777,0.67790022,1.03969
-1.404792777,0.50078022,1.10833
-1.671072777,0.65541022,0.8191
-1.197452777,0.29952022,1.17357
-0.999882777,0.21772022,1.19906
-1.465542777,0.05154022,1.082
-1.324782777,-0.06898978,1.12676
-1.131602777,1.17140022,1.12462
-0.907952777,0.92249022,1.20386
-0.633592777,0.87791022,1.21847
-1.418682777,0.51609022,1.10624
-1.676042777,0.68908022,0.80702
-1.628562777,0.34815022,0.96385
-1.212302777,0.31258022,1.17289
-1.009522777,0.23753022,1.19576
-1.481362777,0.06029022,1.08277
-1.315172777,-0.02730978,1.1109
-0.919352777,0.94649022,1.19979
-0.635982777,0.91346022,1.21059
-1.510462777,0.84885022,0.97567
-1.430452777,0.54758022,1.09858
-1.704742777,0.69164022,0.81186
-1.601652777,0.44309022,0.92269
-1.241222777,0.31706022,1.17763
-1.022182777,0.26441022,1.19115
-1.480482777,0.10445022,1.06734
-1.345632777,-0.02739978,1.11846
-0.943632777,0.96517022,1.19921
-0.672652777,0.91699022,1.21622
-1.592182777,0.75493022,1.02191
-1.423962777,0.60947022,1.07769
-1.706272777,0.74796022,0.79011
-1.243302777,0.35997022,1.16543
-1.035072777,0.29127022,1.18653
-1.493362777,0.12878022,1.06194
-1.354802777,0.00033022,1.11166
-0.965942777,0.98691022,1.19747
-0.714972777,0.91251022,1.22465
-1.560832777,0.87379022,0.97638
-1.450072777,0.61857022,1.07978
-1.716542777,0.78800022,0.77642
-1.610482777,0.53075022,0.89183
-1.257512777,0.38590022,1.16069
-1.056292777,0.30764022,1.18653
-1.509492777,0.14845022,1.05885
-1.366442777,0.02510022,1.10637
-0.971802777,1.03424022,1.18643
-0.707202777,0.97578022,1.20834
-1.573712777,0.91011022,0.96642
-1.456112777,0.66135022,1.06725
-1.727252777,0.82806022,0.76273
-1.580872777,0.63630022,0.84592
-1.273002777,0.41023022,1.15662
-1.070732777,0.33288022,1.18257
-1.519782777,0.17733022,1.05114
-1.389272777,0.03491022,1.10864
-0.991522777,1.06068022,1.18294
-0.748472777,0.97242022,1.21622
-1.488862777,1.13979022,0.87395
-1.472072777,0.68802022,1.06168
-1.736792777,0.87144022,0.74742
-1.615842777,0.62836022,0.85621
-1.291842777,0.42980022,1.15459
-1.092212777,0.34902022,1.18257
-1.530342777,0.20621022,1.04342
-1.398002777,0.06406022,1.10108
-1.001292777,1.10324022,1.17365
-0.763942777,1.00464022,1.21115
-1.516302777,1.13489022,0.88036
-1.477632777,0.71934022,1.05263
-1.310462777,0.43774022,1.15595
-1.114032777,0.35348022,1.18587
-1.541892777,0.22241022,1.04033
-1.413912777,0.07314022,1.10184
-1.002832777,1.14494022,1.16319
-0.788752777,1.01036022,1.21397
-1.490382777,0.75247022,1.04427
-1.623492777,0.71190022,0.82614
-1.317212777,0.47604022,1.14578
-1.118842777,0.39215022,1.17597
-1.424112777,0.10073022,1.09504
-0.794732777,1.05661022,1.20384
-1.490602777,0.80847022,1.02617
-1.691412777,0.64190022,0.8665
-1.339582777,0.49064022,1.14578
-1.151792777,0.39273022,1.18257
-1.446252777,0.11163022,1.09655
-0.829462777,1.06183022,1.20834
-1.510522777,0.83017022,1.02269
-1.655052777,0.76798022,0.8111
-1.357022777,0.51305022,1.14239
-1.163742777,0.42217022,1.17663
-1.461072777,0.13304022,1.09278
-0.829672777,1.11759022,1.19484
-1.563852777,0.79087022,1.04497
-1.674182777,0.79023022,0.80635
-1.376642777,0.53218022,1.14036
-1.181412777,0.44389022,1.17399
-1.469822777,0.16358022,1.08447
-1.527802777,0.90132022,1.0025
-1.686582777,0.81095022,0.80081
-1.378852777,0.56688022,1.13019
-1.193692777,0.46167022,1.17135
-1.605632777,0.34425022,1.01102
-1.486162777,0.17229022,1.08522
-1.500932777,1.01227022,0.96142
-1.692892777,0.85932022,0.7834
-1.400822777,0.58269022,1.12951
-1.210612777,0.48481022,1.16805
-1.623452777,0.36341022,1.00793
-1.492262777,0.20742022,1.07465
-1.480592777,1.11374022,0.92452
-1.707882777,0.89130022,0.7739
-1.409342777,0.62097022,1.11935
-1.217072777,0.52346022,1.15816
-1.615712777,0.42730022,0.98324
-1.501782777,0.23795022,1.06634
-1.426882777,0.64470022,1.11528
-1.239742777,0.53868022,1.15816
-1.637782777,0.44002022,0.98324
-1.511592777,0.26850022,1.05803
-1.433252777,0.68786022,1.10308
-1.248922777,0.57421022,1.14958
-1.623082777,0.51868022,0.95161
-1.521702777,0.29905022,1.04973
-1.452272777,0.70988022,1.09969
-1.265702777,0.59870022,1.14562
-1.598632777,0.61706022,0.91072
-1.532112777,0.32961022,1.04142
-1.457572777,0.75637022,1.08613
-1.284752777,0.61996022,1.14298
-1.633302777,0.60879022,0.92075
-1.465552777,0.78473022,1.07868
-1.291002777,0.64857022,1.13572
-1.600202777,0.71262022,0.876
-1.574542777,0.34481022,1.0452
-1.477132777,0.82145022,1.06919
